Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Quartz\QuartzStartup.cs,143,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,trigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Quartz\QuartzStartup.cs,112,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,processInboxTrigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Quartz\QuartzStartup.cs,83,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,triggerCommandsProcessing =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,34,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,34,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Infrastructure\CompanyName.MyMeetings.Modules.Payments.Infrastructure.csproj,File,Modules\Payments\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,34,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Payments\IntegrationEvents\CompanyName.MyMeetings.Modules.Payments.IntegrationEvents.csproj,File,Modules\Payments\IntegrationEvents\CompanyName.MyMeetings.Modules.Payments.IntegrationEvents.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,File,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,File,Modules\Payments\Tests\IntegrationTests\SeedWork\TestBase.cs,91,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,File,Modules\Payments\Tests\IntegrationTests\SeedWork\TestBase.cs,91,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,File,Modules\Payments\Tests\IntegrationTests\SeedWork\TestBase.cs,46,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Payments\Tests\IntegrationTests\CompanyName.MyMeetings.Modules.Payments.IntegrationTests.csproj,File,Modules\Payments\Tests\IntegrationTests\SeedWork\TestBase.cs,46,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Application\CompanyName.MyMeetings.Modules.Registrations.Application.csproj,File,Modules\Registrations\Application\CompanyName.MyMeetings.Modules.Registrations.Application.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Application\CompanyName.MyMeetings.Modules.Registrations.Application.csproj,File,Modules\Registrations\Application\UserRegistrations\RegisterNewUser\PasswordManager.cs,51,12,T:System.Security.Cryptography.Rfc2898DeriveBytes,,,,,"using (Rfc2898DeriveBytes bytes = new Rfc2898DeriveBytes(password, dst, 0x3e8, HashAlgorithmName.SHA256))              {                  buffer4 = bytes.GetBytes(0x20);              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Application\CompanyName.MyMeetings.Modules.Registrations.Application.csproj,File,Modules\Registrations\Application\UserRegistrations\RegisterNewUser\PasswordManager.cs,16,12,T:System.Security.Cryptography.Rfc2898DeriveBytes,,,,,"using (Rfc2898DeriveBytes bytes = new Rfc2898DeriveBytes(password, 0x10, 0x3e8, HashAlgorithmName.SHA256))              {                  salt = bytes.Salt;                  buffer2 = bytes.GetBytes(0x20);              }"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Tests\ArchTests\CompanyName.MyMeetings.Modules.Registrations.ArchTests.csproj,File,Modules\Registrations\Tests\ArchTests\CompanyName.MyMeetings.Modules.Registrations.ArchTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Domain\CompanyName.MyMeetings.Modules.Registrations.Domain.csproj,File,Modules\Registrations\Domain\CompanyName.MyMeetings.Modules.Registrations.Domain.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Tests\UnitTests\CompanyName.MyMeetings.Modules.Registrations.Domain.UnitTests.csproj,File,Modules\Registrations\Tests\UnitTests\CompanyName.MyMeetings.Modules.Registrations.Domain.UnitTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Quartz\QuartzStartup.cs,87,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,processInternalCommandsTrigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Quartz\QuartzStartup.cs,59,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,processInboxTrigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Quartz\QuartzStartup.cs,31,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,trigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Infrastructure\CompanyName.MyMeetings.Modules.Registrations.Infrastructure.csproj,File,Modules\Registrations\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\IntegrationEvents\CompanyName.MyMeetings.Modules.Registrations.IntegrationEvents.csproj,File,Modules\Registrations\IntegrationEvents\CompanyName.MyMeetings.Modules.Registrations.IntegrationEvents.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Application\CompanyName.MyMeetings.Modules.UserAccess.Application.csproj,File,Modules\UserAccess\Application\CompanyName.MyMeetings.Modules.UserAccess.Application.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Application\CompanyName.MyMeetings.Modules.UserAccess.Application.csproj,File,Modules\UserAccess\Application\Authentication\Authenticate\PasswordManager.cs,51,12,T:System.Security.Cryptography.Rfc2898DeriveBytes,,,,,"using (Rfc2898DeriveBytes bytes = new Rfc2898DeriveBytes(password, dst, 0x3e8, HashAlgorithmName.SHA256))              {                  buffer4 = bytes.GetBytes(0x20);              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Application\CompanyName.MyMeetings.Modules.UserAccess.Application.csproj,File,Modules\UserAccess\Application\Authentication\Authenticate\PasswordManager.cs,16,12,T:System.Security.Cryptography.Rfc2898DeriveBytes,,,,,"using (Rfc2898DeriveBytes bytes = new Rfc2898DeriveBytes(password, 0x10, 0x3e8, HashAlgorithmName.SHA256))              {                  salt = bytes.Salt;                  buffer2 = bytes.GetBytes(0x20);              }"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Tests\ArchTests\CompanyName.MyMeetings.Modules.UserAccess.ArchTests.csproj,File,Modules\UserAccess\Tests\ArchTests\CompanyName.MyMeetings.Modules.UserAccess.ArchTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Domain\CompanyName.MyMeetings.Modules.UserAccess.Domain.csproj,File,Modules\UserAccess\Domain\CompanyName.MyMeetings.Modules.UserAccess.Domain.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Tests\UnitTests\CompanyName.MyMeetings.Modules.UserAccess.Domain.UnitTests.csproj,File,Modules\UserAccess\Tests\UnitTests\CompanyName.MyMeetings.Modules.UserAccess.Domain.UnitTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Quartz\QuartzStartup.cs,87,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,processInternalCommandsTrigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Quartz\QuartzStartup.cs,59,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,processInboxTrigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Quartz\QuartzStartup.cs,31,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,trigger =                      TriggerBuilder                          .Create()                          .StartNow()                          .WithSimpleSchedule(x =>                              x.WithInterval(TimeSpan.FromMilliseconds(internalProcessingPoolingInterval.Value))                                  .RepeatForever())                          .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Infrastructure\CompanyName.MyMeetings.Modules.UserAccess.Infrastructure.csproj,File,Modules\UserAccess\Infrastructure\Configuration\Processing\InternalCommands\ProcessInternalCommandsCommandHandler.cs,35,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var policy = Policy                  .Handle<Exception>()                  .WaitAndRetryAsync(new[]                  {                      TimeSpan.FromSeconds(1),                      TimeSpan.FromSeconds(2),                      TimeSpan.FromSeconds(3)                  });"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\IntegrationEvents\CompanyName.MyMeetings.Modules.UserAccess.IntegrationEvents.csproj,File,Modules\UserAccess\IntegrationEvents\CompanyName.MyMeetings.Modules.UserAccess.IntegrationEvents.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\TestBase.cs,210,12,T:System.Data.SqlClient.SqlConnection,,,,,await using var sqlConnection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\TestBase.cs,210,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,await using var sqlConnection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\TestBase.cs,127,12,T:System.Data.SqlClient.SqlConnection,,,,,await using var sqlConnection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\TestBase.cs,127,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,await using var sqlConnection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\AsyncOperationsHelper.cs,10,12,T:System.Data.SqlClient.SqlConnection,,,,,await using var sqlConnection = new SqlConnection(connectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Tests\SUT\CompanyName.MyMeetings.SUT.csproj,File,Tests\SUT\SeedWork\AsyncOperationsHelper.cs,10,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,await using var sqlConnection = new SqlConnection(connectionString);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\UserRegistrations\UserRegistrationTests.cs,29,12,T:System.Data.SqlClient.SqlConnection,,,,,var connection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\UserRegistrations\UserRegistrationTests.cs,29,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,var connection = new SqlConnection(ConnectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\SeedWork\TestBase.cs,61,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\SeedWork\TestBase.cs,61,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\SeedWork\TestBase.cs,38,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\Registrations\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.Registrations.IntegrationTests.csproj,File,Modules\Registrations\Tests\IntegrationTests\SeedWork\TestBase.cs,38,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,File,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,File,Modules\UserAccess\Tests\IntegrationTests\SeedWork\TestBase.cs,61,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,File,Modules\UserAccess\Tests\IntegrationTests\SeedWork\TestBase.cs,61,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var connection = new SqlConnection(ConnectionString))              {                  var messages = await OutboxMessagesHelper.GetOutboxMessages(connection);                    return OutboxMessagesHelper.Deserialize<T>(messages.Last());              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,File,Modules\UserAccess\Tests\IntegrationTests\SeedWork\TestBase.cs,38,12,T:System.Data.SqlClient.SqlConnection,,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Modules\UserAccess\Tests\IntegrationTests\CompanyNames.MyMeetings.Modules.UserAccess.IntegrationTests.csproj,File,Modules\UserAccess\Tests\IntegrationTests\SeedWork\TestBase.cs,38,12,M:System.Data.SqlClient.SqlConnection.#ctor(System.String),,,,,using (var sqlConnection = new SqlConnection(ConnectionString))              {                  await ClearDatabase(sqlConnection);              }
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Database\DatabaseMigrator\DatabaseMigrator.csproj,File,Database\DatabaseMigrator\DatabaseMigrator.csproj,,,,,,,,Current target framework: net8.0 Recommended target framework: net10.0
